measure_id,measure_name,location_id,location_name,sex_id,sex_name,age_id,age_name,cause_id,cause_name,rei_id,rei_name,metric_id,metric_name,year,val,upper,lower
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2000,11829.903390570254,14625.309027893529,9370.30283171738
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2000,3483.374608225677,4272.685676708832,2700.8979755462574
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2000,4037.1238271554403,4991.096005322021,3197.74993764888
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2000,1166.3703904552901,1430.66268246529,904.36653550806
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2001,12482.60145913246,15332.39174566957,9994.661132118244
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2001,3736.248816642245,4673.650951776554,2885.8157871193616
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2001,4142.127199695779,5087.77894528268,3316.54886704733
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2001,1208.9822586595,1512.30856432707,933.7975760196499
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2002,13417.29222815241,16513.51458729201,10999.79536798708
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2002,4047.48785241668,5016.8081528924295,3129.083770573056
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2002,4347.395642603,5350.6162152615,3564.09189269754
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2002,1266.16302396932,1569.3924758162,978.8615342814401
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2003,14064.0667884931,17265.585709962987,11473.98963657173
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2003,4394.012043144381,5408.810927142099,3419.181928798764
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2003,4471.30660406224,5489.146814285839,3647.8585041220404
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2003,1331.85671306718,1639.4495673412598,1036.37868088542
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2004,14774.687145244308,17937.59402940336,12146.11160171873
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2004,4440.1784559041,5431.23279598311,3461.257457248412
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2004,4629.7722462192205,5620.89567006572,3806.0860335184298
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2004,1309.65706299446,1601.97443924088,1020.91848801708
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2005,15361.78118921783,18398.570101914356,12688.630388562757
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2005,4612.0394619570425,5746.581882645663,3628.113813357733
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2005,4756.93840953796,5697.31229213203,3929.16892359786
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2005,1328.67426418105,1655.52257682558,1045.21687012683
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2006,15915.46037868556,19098.337984262565,13202.337600730678
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2006,4766.1850308583735,5934.070490376444,3748.732853919704
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2006,4862.69676922753,5835.17059538299,4033.74849798887
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2006,1342.44224404855,1671.38851174826,1055.86696953059
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2007,16315.118035871785,19275.80336229709,13540.781009841869
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2007,4887.887756801037,6028.111870835856,3841.974836522403
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2007,4913.2049674278605,5804.798507897551,4077.7291573455104
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2007,1347.30237121481,1661.59491003546,1059.0058661211901
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2008,16745.901162615726,19891.87270984141,13797.499663444058
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2008,5024.230725221631,6255.142434524621,3949.2951170953847
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2008,4983.18002742264,5919.3459840194,4105.80619601037
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2008,1359.95426751254,1693.13634523727,1068.99166099172
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2009,17066.996967922823,20232.30399068811,14066.609819467454
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2009,5126.748670819498,6288.748417186789,4066.298327859669
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2009,5025.23143134088,5957.22903880165,4141.79307174269
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2009,1360.83169587881,1669.27008187969,1079.34833648982
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2010,17214.902692694166,20482.718092226336,14319.594821941391
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2010,5218.704889682755,6402.802486906915,4117.0880046546645
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2010,4986.78499749839,5933.40044458407,4148.07692515265
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2010,1345.88119682475,1651.25479525527,1061.7790138108899
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2011,17909.93655635664,21193.23392423664,14932.681045066847
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2011,5472.549601418689,6757.856841407798,4330.928719708915
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2011,5073.402488730941,6003.47217295515,4230.02621695937
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2011,1361.48623742729,1681.25092583819,1077.46850675116
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2012,18220.058542760333,21828.474842711657,15123.767973670503
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2012,5620.680167973472,7011.379939075331,4370.801622426039
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2012,5039.59805228797,6037.67210975605,4183.1760004772195
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2012,1348.2029818487702,1681.7828195594,1048.40119066032
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2013,18547.428691482408,22436.8933445358,15407.861419407653
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2013,5714.445799663141,7195.6995883688605,4461.165898940848
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2013,4981.38585548387,6026.000962537631,4138.17484971058
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2013,1320.60829492608,1662.92601196012,1030.97533824364
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2014,18714.778602435254,22537.94198716792,15551.031393163905
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2014,5800.776947356668,7238.832595864666,4496.680922768204
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2014,4853.24354101369,5844.69224566359,4032.79911925611
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2014,1289.46705820863,1609.13551011608,999.57677631908
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2015,18496.995828405597,22106.249105501847,15274.37637689228
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2015,5804.992286458067,7283.953902294067,4398.780687831997
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2015,4652.31586439034,5560.10577986685,3841.77107440102
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2015,1246.33275832625,1563.8660502177102,944.4189065896201
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2016,17992.17754389103,21529.21740229965,14779.682982684635
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2016,5734.43210121542,7316.323313721465,4269.880639829217
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2016,4422.1251921454095,5291.46038102599,3632.5568870258203
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2016,1195.84140097121,1525.72428568552,890.42819867567
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2017,17465.629621922923,20930.934447149462,14285.451201598396
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2017,5644.756166336382,7252.917303743325,4116.047874343964
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2017,4199.9722240888705,5033.2765096489,3435.2324854054996
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2017,1144.97964233118,1471.17827866912,834.8971831750699
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2018,17296.335532590183,21062.16128100409,14073.652904377235
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2018,5648.628688257123,7244.875718055713,4062.119533341036
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2018,4061.85640308736,4946.2196487173305,3305.04441572388
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2018,1114.5672205579099,1429.5329783576901,801.5229054198801
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2019,17589.49524665186,21524.20728158352,14032.468215592216
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2019,5739.819042195551,7459.131731820338,4069.456640962724
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2019,4035.82780430317,4938.62916442328,3219.6845101776
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2019,1103.57127460362,1434.13641653284,782.41760222698
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2020,17869.134824479646,22306.44958294571,13877.305918415306
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2020,5832.08946468414,7752.795161151822,4049.176926607263
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2020,4019.78267336335,5017.98662434064,3121.79377634938
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2020,1095.23989214204,1455.93969151485,760.4170215865399
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2021,18050.573158435735,22999.39692565308,13804.080988944694
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,1,Number,2021,5903.505898184835,7929.6404684233075,4033.252790832021
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2021,3997.4849346262104,5093.4528177472,3057.05560179832
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,41,50-74 years,410,Neoplasms,99,Smoking,3,Rate,2021,1084.63166608487,1456.886687513,741.01623166103
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2000,2579.347494778423,3235.7330676382408,2000.6082369612527
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2000,616.0265383951545,849.5415908558246,449.7299450876052
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2000,6405.59808521858,8035.67785430265,4968.346575207161
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2000,1376.18486867617,1897.85051418828,1004.68325119968
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2001,2911.4916301609296,3648.163702710146,2270.604065080651
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2001,686.2418710064153,926.990538033398,505.9118977043293
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2001,6631.058319883309,8308.863409583391,5171.40692452607
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2001,1446.4886189727501,1953.94848349059,1066.38174257568
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2002,3355.3242608853902,4217.011961431899,2625.8331826363324
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2002,773.2643382437548,1036.966909051834,574.1761973265085
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2002,6999.1129112340805,8796.56944342487,5477.41484946292
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2002,1535.12978747486,2058.64762149344,1139.8883152647202
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2003,3801.608523213298,4743.070876484127,2960.040452919581
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2003,866.7131917899744,1178.189285768662,647.3509596520362
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2003,7235.0058016166795,9026.74357427948,5633.38116461068
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,3,Rate,2003,1617.8700106224499,2199.29398829747,1208.39248079944
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,1,Male,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2004,4320.2763611223545,5390.348836976985,3389.536924192529
2,DALYs (Disability-Adjusted Life Years),146,Lebanon,2,Female,234,75+ years,410,Neoplasms,99,Smoking,1,Number,2004,931.8459764230424,1254.98614004965,679.6410970870872
